model,year,price,mileage,mpg,engineSize,Automatic,Manual,Semi-Auto,Diesel,Electric,Hybrid,Petrol
 Focus,2017,10660,25453,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10991,24793,65.7,1.0,0,1,0,0,0,0,1
 Ka+,2017,7990,9330,57.7,1.2,0,1,0,0,0,0,1
 Focus,2014,7160,40736,67.3,1.6,0,1,0,1,0,0,0
 B-MAX,2013,5491,43036,55.4,1.0,0,1,0,0,0,0,1
 Focus,2019,15400,5068,60.1,1.0,0,1,0,0,0,0,1
 Focus,2015,7700,47192,67.3,1.6,0,1,0,1,0,0,0
 Kuga,2016,13991,38554,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,10540,14435,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11245,25622,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10695,19428,65.7,1.0,0,1,0,0,0,0,1
 Edge,2019,33500,10,37.2,2.0,0,0,1,1,0,0,0
 Focus,2018,17995,5297,57.7,1.5,0,1,0,1,0,0,0
 B-MAX,2017,8750,25786,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2014,5350,60700,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2017,14900,24653,38.2,1.5,1,0,0,0,0,0,1
 Fiesta,2017,8995,29830,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,15995,15658,45.6,1.5,0,1,0,0,0,0,1
 Focus,2017,13295,60879,67.3,2.0,0,1,0,1,0,0,0
 Focus,2015,7790,48503,67.3,1.6,0,1,0,1,0,0,0
 Fiesta,2019,15030,401,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8080,25897,54.3,1.2,0,1,0,0,0,0,1
 Focus,2017,15610,26499,67.3,2.0,0,1,0,1,0,0,0
 Focus,2019,16420,10554,47.9,1.5,1,0,0,0,0,0,1
 Focus,2019,18300,5800,47.9,1.5,1,0,0,0,0,0,1
 C-MAX,2015,7840,50617,68.9,1.5,0,1,0,1,0,0,0
 Focus,2019,19980,6966,51.4,1.5,0,1,0,0,0,0,1
 Fiesta,2016,7991,28137,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2016,7650,73744,64.2,1.5,0,1,0,1,0,0,0
 Focus,2019,19117,2538,64.2,2.0,1,0,0,1,0,0,0
 Focus,2019,20100,4062,70.6,2.0,0,1,0,1,0,0,0
 Kuga,2017,14480,29424,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2017,7300,11498,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,9290,26907,64.2,1.1,0,1,0,0,0,0,1
 Focus,2018,13140,12583,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,11240,15669,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9750,16044,65.7,1.0,0,1,0,0,0,0,1
 Ka+,2018,8280,5344,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2014,5300,63337,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2018,12910,14163,53.3,1.0,0,1,0,0,0,0,1
 Ka+,2017,7300,12605,57.7,1.2,0,1,0,0,0,0,1
 Focus,2018,16991,7223,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2013,10140,35074,47.9,2.0,0,1,0,1,0,0,0
 Focus,2019,17991,4976,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,8491,18000,64.2,1.1,0,1,0,0,0,0,1
 EcoSport,2018,12710,9467,54.3,1.0,0,1,0,0,0,0,1
 Focus,2019,14450,7952,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13190,8336,56.5,1.0,0,1,0,0,0,0,1
 Focus,2019,14240,7429,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,15580,16052,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2019,13490,2230,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11991,25515,62.8,1.0,0,1,0,0,0,0,1
 Focus,2017,11300,31118,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8600,28165,54.3,1.2,0,1,0,0,0,0,1
 Edge,2017,18134,28027,48.7,2.0,0,1,0,1,0,0,0
 Kuga,2015,9950,60106,60.1,2.0,0,1,0,1,0,0,0
 C-MAX,2017,9295,32133,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2015,12995,63000,54.3,2.0,0,1,0,1,0,0,0
 Focus,2017,9795,19993,61.4,1.0,0,1,0,0,0,0,1
 Focus,2018,10500,28879,60.1,1.0,0,1,0,0,0,0,1
 EcoSport,2018,13470,22793,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7570,24315,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2016,11557,15087,60.1,2.0,0,1,0,1,0,0,0
 EcoSport,2018,13080,17946,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8491,23048,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2017,9991,25878,44.1,1.6,0,1,0,0,0,0,1
 Fiesta,2013,5570,48189,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2017,10180,22996,52.3,1.0,0,1,0,0,0,0,1
 EcoSport,2019,15500,1190,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2015,5298,66174,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,8991,30500,88.3,1.5,0,1,0,1,0,0,0
 Fiesta,2014,4991,31400,54.3,1.2,0,1,0,0,0,0,1
 Focus,2018,11491,36461,74.3,1.5,0,1,0,1,0,0,0
 EcoSport,2017,9300,27280,52.3,1.0,0,1,0,0,0,0,1
 EcoSport,2018,12991,13125,68.9,1.5,0,1,0,1,0,0,0
 B-MAX,2016,6681,54550,44.1,1.6,0,0,1,0,0,0,1
 Ka+,2018,7991,13000,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2016,8491,19581,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7991,38367,65.7,1.0,0,1,0,0,0,0,1
 Focus,2014,5991,57180,56.5,1.0,0,1,0,0,0,0,1
 Focus,2015,6991,45123,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,18716,11674,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2017,9798,10187,78.5,1.5,0,1,0,1,0,0,0
 Kuga,2016,11998,12290,54.3,2.0,0,1,0,1,0,0,0
 EcoSport,2014,7698,34597,44.8,1.5,0,1,0,0,0,0,1
 Focus,2017,10498,26501,44.8,1.6,0,0,1,0,0,0,1
 Kuga,2017,14998,19168,54.3,2.0,0,1,0,1,0,0,0
 Edge,2017,19998,26758,48.7,2.0,0,1,0,1,0,0,0
 Fiesta,2017,7480,30600,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7714,24000,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,15163,16320,48.7,1.0,0,0,1,0,0,0,1
 Fiesta,2018,9129,14562,64.2,1.1,0,1,0,0,0,0,1
 Ka+,2018,7506,18000,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2018,12500,13773,62.8,1.0,0,1,0,0,0,0,1
 Kuga,2017,16355,20400,60.1,2.0,0,1,0,1,0,0,0
 EcoSport,2017,9815,20205,53.3,1.0,0,1,0,0,0,0,1
 Focus,2018,11618,10000,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10656,6144,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7998,30000,64.2,1.1,0,1,0,0,0,0,1
 Kuga,2017,15998,46886,54.3,2.0,0,0,1,1,0,0,0
 Focus,2015,7998,46155,67.3,1.6,0,1,0,1,0,0,0
 Focus,2015,8998,37750,67.3,1.6,0,1,0,1,0,0,0
 Focus,2015,8570,29850,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7540,22173,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2015,6700,41406,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2015,5991,61292,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2014,6160,43323,54.3,1.2,0,1,0,0,0,0,1
 Focus,2017,17000,26041,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,12589,5418,58.9,1.0,0,1,0,0,0,0,1
 Focus,2018,18838,13339,67.3,2.0,0,1,0,1,0,0,0
 Edge,2016,21750,13778,47.9,2.0,0,1,0,1,0,0,0
 Focus,2017,17500,21752,41.5,2.0,0,1,0,0,0,0,1
 Kuga,2019,18300,11963,54.3,1.5,0,1,0,1,0,0,0
 Focus,2017,10468,13076,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10260,12588,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2019,13998,4087,50.4,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10498,14073,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13998,13702,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10998,29797,78.5,1.5,0,1,0,1,0,0,0
 Fiesta,2015,7498,28325,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2015,7698,47330,61.4,1.5,0,1,0,1,0,0,0
 Focus,2018,13498,15123,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2019,11498,14604,58.9,1.0,0,1,0,0,0,0,1
 Focus,2015,8498,22811,60.1,1.0,0,1,0,0,0,0,1
 C-MAX,2016,10998,10434,64.2,1.5,0,0,1,1,0,0,0
 Fiesta,2019,13998,16231,58.9,1.0,0,1,0,0,0,0,1
 EcoSport,2017,9998,5829,52.3,1.0,0,1,0,0,0,0,1
 Focus,2019,15298,13312,50.4,1.0,1,0,0,0,0,0,1
 Focus,2019,17498,11453,48.7,1.0,0,1,0,0,0,0,1
 Focus,2019,15298,13746,50.4,1.0,1,0,0,0,0,0,1
 Kuga,2017,13698,22669,38.2,1.5,1,0,0,0,0,0,1
 Fiesta,2016,8498,7519,54.3,1.2,0,1,0,0,0,0,1
 C-MAX,2017,11498,13351,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2019,19498,5865,39.2,1.5,0,1,0,0,0,0,1
 EcoSport,2019,16998,3378,51.4,1.0,0,1,0,0,0,0,1
 Focus,2019,18998,8479,64.2,2.0,1,0,0,1,0,0,0
 Focus,2019,18998,7766,64.2,2.0,1,0,0,1,0,0,0
 Fiesta,2019,13998,10576,58.9,1.0,0,1,0,0,0,0,1
 Focus,2019,16998,18274,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2017,15998,33415,60.1,2.0,0,1,0,1,0,0,0
 Focus,2016,10498,25458,74.3,1.5,0,1,0,1,0,0,0
 EcoSport,2016,9998,32198,52.3,1.0,0,1,0,0,0,0,1
 Focus,2017,13498,27491,56.5,1.0,0,1,0,0,0,0,1
 Ka+,2019,9498,7264,48.7,1.2,0,1,0,0,0,0,1
 Galaxy,2017,17298,25870,56.5,2.0,0,1,0,1,0,0,0
 Kuga,2017,18598,25490,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2017,10398,16914,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,16798,16798,60.1,2.0,0,1,0,1,0,0,0
 C-MAX,2017,11998,22023,55.4,1.0,0,1,0,0,0,0,1
 Galaxy,2016,15750,22000,56.5,2.0,0,1,0,1,0,0,0
 Ka+,2018,8998,7719,47.9,1.2,0,1,0,0,0,0,1
 Fiesta,2017,8698,33465,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2013,6798,26259,70.6,1.6,0,1,0,1,0,0,0
 Kuga,2013,9498,49547,47.9,2.0,0,1,0,1,0,0,0
 Kuga,2019,18498,13501,54.3,1.5,0,1,0,1,0,0,0
 Focus,2017,12998,7095,51.4,1.5,0,1,0,0,0,0,1
 Kuga,2019,19998,4234,39.2,1.5,0,1,0,0,0,0,1
 Fiesta,2019,13998,11351,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7998,30390,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2015,8998,6546,53.3,1.0,0,1,0,0,0,0,1
 Focus,2018,16998,31925,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2013,4998,48489,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,16498,3124,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,17495,13682,61.4,2.0,1,0,0,1,0,0,0
 Fiesta,2017,10250,20965,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,13850,40500,67.3,2.0,0,1,0,1,0,0,0
 Focus,2018,19995,12195,41.5,2.0,0,1,0,0,0,0,1
 Edge,2016,17500,28366,48.7,2.0,0,1,0,1,0,0,0
 Focus,2018,15250,21500,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,11750,6000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2014,8498,17030,47.9,1.6,0,0,1,0,0,0,1
 Focus,2017,10998,28434,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,7798,56459,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,17500,12200,54.3,2.0,1,0,0,1,0,0,0
 Mustang,2018,29000,11475,28.8,2.3,1,0,0,0,0,0,1
 Focus,2017,9998,27014,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,12498,12705,60.1,1.0,0,1,0,0,0,0,1
 Focus,2015,7498,54701,67.3,1.6,0,1,0,1,0,0,0
 Kuga,2017,13498,3150,45.6,1.5,0,1,0,0,0,0,1
 Fiesta,2019,11998,2269,48.7,1.1,0,1,0,0,0,0,1
 Kuga,2018,17498,9668,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2018,12995,11340,62.8,1.0,0,1,0,0,0,0,1
 Ka+,2018,7300,20245,57.7,1.2,0,1,0,0,0,0,1
 Focus,2018,17250,24185,41.5,2.0,0,1,0,0,0,0,1
 Focus,2019,18900,9022,50.4,1.0,1,0,0,0,0,0,1
 B-MAX,2017,10250,17500,57.7,1.0,0,1,0,0,0,0,1
 Ka+,2017,7300,15901,57.7,1.2,0,1,0,0,0,0,1
 Focus,2017,10250,18421,61.4,1.0,0,1,0,0,0,0,1
 Ka+,2019,10940,6,43.5,1.2,0,1,0,0,0,0,1
 Kuga,2018,16695,21189,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2018,8800,4065,64.2,1.1,0,1,0,0,0,0,1
 Focus,2018,18500,12135,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,10500,6636,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,15750,34980,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2017,11450,5551,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10400,17542,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8000,25219,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2017,11300,13931,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,11300,13673,61.4,1.0,0,1,0,0,0,0,1
 Kuga,2016,14500,22775,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2019,17500,11902,34.4,1.5,0,1,0,0,0,0,1
 Kuga,2019,18750,10800,54.3,1.5,0,1,0,1,0,0,0
 Mustang,2018,28750,6234,28.8,2.3,0,0,1,0,0,0,1
 Focus,2019,27995,7725,34.5,2.3,0,1,0,0,0,0,1
 Fiesta,2016,7500,24987,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2018,14000,16092,54.3,1.0,0,1,0,0,0,0,1
 EcoSport,2018,15500,15541,54.3,1.0,0,1,0,0,0,0,1
 Focus,2013,6800,20600,47.9,1.6,0,1,0,0,0,0,1
 Fiesta,2019,13000,13246,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2015,10500,4927,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10400,15517,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,15450,12129,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2018,11200,12882,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,14250,19596,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2017,10495,15206,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,15500,12138,60.1,2.0,0,1,0,1,0,0,0
 Focus,2018,13600,16960,57.7,1.0,0,1,0,0,0,0,1
 Focus,2018,15000,16495,80.7,1.5,0,1,0,1,0,0,0
 Focus,2019,16500,11958,80.7,1.5,0,1,0,1,0,0,0
 Kuga,2018,24250,14875,42.2,2.0,1,0,0,1,0,0,0
 Focus,2018,17750,11321,67.3,1.5,1,0,0,1,0,0,0
 Focus,2019,16000,3132,80.7,1.5,0,1,0,1,0,0,0
 Kuga,2019,19350,8114,36.7,2.0,0,1,0,1,0,0,0
 Kuga,2019,17400,10631,34.4,1.5,0,1,0,0,0,0,1
 Focus,2015,8500,39580,74.3,1.5,0,1,0,1,0,0,0
 Focus,2015,8000,44429,74.3,1.5,0,1,0,1,0,0,0
 Focus,2016,9698,28648,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2015,7498,27758,54.3,1.2,0,1,0,0,0,0,1
 Focus,2018,12998,18661,57.7,1.0,0,1,0,0,0,0,1
 Focus,2018,13998,11287,57.7,1.0,0,1,0,0,0,0,1
 Focus,2016,16498,23599,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2017,9998,17227,65.7,1.0,0,1,0,0,0,0,1
 Focus,2015,8998,49105,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2016,13295,22441,60.1,2.0,0,1,0,1,0,0,0
 EcoSport,2015,8298,32020,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9798,24631,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8298,26039,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8698,28333,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,19998,12234,41.5,2.0,0,1,0,0,0,0,1
 Focus,2018,12898,22015,57.7,1.0,0,1,0,0,0,0,1
 Edge,2016,17800,29808,48.7,2.0,0,1,0,1,0,0,0
 Kuga,2019,17150,16120,38.2,2.0,0,1,0,1,0,0,0
 Fiesta,2018,11200,27301,54.3,1.0,0,0,1,0,0,0,1
 Focus,2016,8000,58774,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2019,11798,4220,48.7,1.1,0,1,0,0,0,0,1
 Focus,2017,12798,18632,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2019,11998,18659,56.5,1.0,0,1,0,0,0,0,1
 Kuga,2016,15998,20334,54.3,2.0,0,1,0,1,0,0,0
 EcoSport,2019,15498,2594,53.3,1.0,0,1,0,0,0,0,1
 Focus,2017,10698,32701,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2017,12998,40758,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2013,5998,33614,76.4,1.5,0,1,0,1,0,0,0
 Fiesta,2017,7298,22444,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2017,16798,38022,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2019,13998,10616,58.9,1.0,0,1,0,0,0,0,1
 Focus,2019,14498,13235,58.9,1.0,0,1,0,0,0,0,1
 Focus,2019,16598,12560,41.5,1.0,1,0,0,0,0,0,1
 Fiesta,2017,7820,16782,54.3,1.2,0,1,0,0,0,0,1
 Focus,2017,16730,16447,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2013,7830,26964,47.9,1.6,0,0,1,0,0,0,1
 Kuga,2016,13480,33400,52.3,2.0,0,0,1,1,0,0,0
 Fiesta,2016,8600,18316,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,9700,8854,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,8691,37942,78.5,1.5,0,1,0,1,0,0,0
 Focus,2019,19298,2997,64.2,2.0,1,0,0,1,0,0,0
 Focus,2019,16998,18875,60.1,1.0,0,1,0,0,0,0,1
 Focus,2018,19500,9758,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2017,9300,14350,64.2,1.1,0,1,0,0,0,0,1
 Focus,2017,18750,10080,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2017,9600,12946,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2017,7800,15800,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2017,7750,32344,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2017,16750,20878,54.3,2.0,0,0,1,1,0,0,0
 Focus,2018,12000,12547,61.4,1.0,0,1,0,0,0,0,1
 Focus,2017,11500,22241,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2016,10498,15728,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,16998,12526,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,10498,30589,74.3,1.5,0,1,0,1,0,0,0
 EcoSport,2016,8798,25232,64.2,1.5,0,1,0,1,0,0,0
 EcoSport,2016,10998,11321,44.8,1.5,0,0,1,0,0,0,1
 B-MAX,2013,5298,50919,47.1,1.4,0,1,0,0,0,0,1
 Edge,2016,18995,15727,48.7,2.0,0,0,1,1,0,0,0
 Focus,2015,9495,23583,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2015,9895,49449,60.1,2.0,0,1,0,1,0,0,0
 Edge,2018,20795,26602,48.7,2.0,0,0,1,1,0,0,0
 Kuga,2014,8795,56989,53.3,2.0,0,1,0,1,0,0,0
 Focus,2017,12495,22354,64.2,2.0,0,0,1,1,0,0,0
 Fiesta,2016,8998,6146,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,9780,8829,55.4,1.1,0,1,0,0,0,0,1
 EcoSport,2017,8995,25152,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2019,12995,12420,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,12995,12239,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,12995,11808,60.1,1.0,0,1,0,0,0,0,1
 Ka+,2018,7995,14459,47.9,1.2,0,1,0,0,0,0,1
 Kuga,2017,16698,16500,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2014,6498,32303,54.3,1.2,0,1,0,0,0,0,1
 Ka+,2017,7298,17517,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2016,10498,16389,65.7,1.0,0,1,0,0,0,0,1
 Focus,2015,8395,58500,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,10000,25243,65.7,1.0,0,1,0,0,0,0,1
 Ka+,2017,7311,9778,57.7,1.2,0,1,0,0,0,0,1
 EcoSport,2018,12000,13955,53.3,1.0,0,1,0,0,0,0,1
 Focus,2018,15395,9129,60.1,1.0,0,1,0,0,0,0,1
 Focus,2016,25000,10008,36.7,2.3,0,1,0,0,0,0,1
 Focus,2016,13000,37605,67.3,2.0,0,1,0,1,0,0,0
 Focus,2019,16998,23178,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2014,7298,30773,54.3,1.2,0,1,0,0,0,0,1
 Focus,2017,10998,18291,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,7998,42044,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2019,12498,15997,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2013,5198,37868,54.3,1.2,0,1,0,0,0,0,1
 Focus,2019,16998,14907,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10888,2280,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2014,6990,29101,65.7,1.0,0,1,0,0,0,0,1
 Focus,2016,9690,27708,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,15495,17325,60.1,1.0,0,1,0,0,0,0,1
 Galaxy,2017,19995,20488,56.5,2.0,0,1,0,1,0,0,0
 Focus,2016,11999,15002,51.4,1.5,0,1,0,0,0,0,1
 Kuga,2017,14000,27711,64.2,1.5,0,1,0,1,0,0,0
 Kuga,2017,12398,20800,64.2,1.5,0,1,0,1,0,0,0
 Ka+,2019,10950,6,43.5,1.2,0,1,0,0,0,0,1
 Fiesta,2017,7365,26858,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2017,8374,17226,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2017,9815,20000,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7678,16023,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,9090,17200,64.2,1.1,0,1,0,0,0,0,1
 Focus,2017,9498,50875,74.3,1.5,0,1,0,1,0,0,0
 Focus,2013,5390,60326,67.3,1.6,0,1,0,1,0,0,0
 Fiesta,2017,10870,22648,78.5,1.5,0,1,0,1,0,0,0
 Kuga,2017,19990,13128,54.3,2.0,1,0,0,1,0,0,0
 Focus,2015,8160,63117,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2019,14995,20605,54.3,1.5,0,1,0,1,0,0,0
 Kuga,2016,12750,29963,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2019,17995,10491,38.2,2.0,0,1,0,1,0,0,0
 Fiesta,2018,7999,30800,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2014,5622,54770,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2019,17800,16691,35.3,1.5,0,1,0,0,0,0,1
 Kuga,2019,17865,10768,38.2,2.0,0,1,0,1,0,0,0
 Fiesta,2019,12900,12128,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,10882,12094,61.4,1.0,0,1,0,0,0,0,1
 Focus,2018,13000,15462,57.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,12500,8816,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2016,10175,7917,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,14687,16551,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2017,8400,14448,54.3,1.2,0,1,0,0,0,0,1
 B-MAX,2014,6940,41628,57.7,1.0,0,1,0,0,0,0,1
 KA,2015,4810,15155,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2016,7580,33056,54.3,1.2,0,1,0,0,0,0,1
 Focus,2016,9157,9971,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2019,10995,6928,55.4,1.1,0,1,0,0,0,0,1
 Fiesta,2019,12995,8,55.4,1.1,0,1,0,0,0,0,1
 Fiesta,2019,12995,7,55.4,1.1,0,1,0,0,0,0,1
 Focus,2019,29495,4430,34.5,2.3,0,1,0,0,0,0,1
 Kuga,2016,12495,37877,52.3,2.0,0,0,1,1,0,0,0
 Fiesta,2018,8975,20884,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2018,16495,6988,58.9,1.5,0,0,1,1,0,0,0
 Fiesta,2019,11298,13733,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,10398,16114,55.4,1.1,0,1,0,0,0,0,1
 Fiesta,2019,11298,13546,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2015,6998,45112,88.3,1.5,0,1,0,1,0,0,0
 Focus,2017,11498,23361,51.4,1.0,0,0,1,0,0,0,1
 Kuga,2014,10698,57797,36.7,1.6,1,0,0,0,0,0,1
 Focus,2017,11498,27307,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,16698,27542,67.3,2.0,0,1,0,1,0,0,0
 Kuga,2017,16698,14122,60.1,2.0,0,1,0,1,0,0,0
 Focus,2019,18998,2494,49.6,1.5,0,1,0,0,0,0,1
 Fiesta,2019,13598,10348,58.9,1.0,0,1,0,0,0,0,1
 Focus,2019,22498,9,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2019,14995,18406,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2018,9750,24788,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,13750,5338,54.3,1.0,0,1,0,0,0,0,1
 Kuga,2019,18495,9902,47.9,2.0,0,1,0,1,0,0,0
 EcoSport,2019,14995,15341,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2019,13498,13723,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,9698,23764,61.4,1.0,0,1,0,0,0,0,1
